model,seed,episode,result,reward,move_count,agent_win_rate,player_win_rate,draw_rate,skill,skill_change,difficulty,difficulty_name,epsilon,effective_epsilon,avg_q_change,max_q_change,q_updates,episode_q_updates,learned_states,tactical_moves,epsilon_moves,q_policy_moves,use_q_learning,use_tactical,use_adaptive,use_epsilon
Full Model,5,23,A,10.0,6,39.130434782608695,60.869565217391305,0.0,78,-18,4,Hard,0.30735686772502346,0.15367843386251173,1.0,3.0,77,3,65,3,0,0,True,True,True,True
Full Model,5,24,P,-10.0,7,37.5,62.5,0.0,78,0,4,Hard,0.2919890243387723,0.14599451216938614,1.0,3.0,80,3,67,2,0,1,True,True,True,True
Full Model,5,25,A,10.0,8,40.0,60.0,0.0,60,-18,3,Normal,0.27738957312183365,0.22191165849746694,0.75,3.0,84,4,70,3,0,1,True,True,True,True
Full Model,5,26,P,-10.0,9,38.46153846153846,61.53846153846154,0.0,60,0,3,Normal,0.263520094465742,0.2108160755725936,0.75,3.0,88,4,73,2,0,2,True,True,True,True
Full Model,5,27,P,-10.0,9,37.03703703703704,62.96296296296296,0.0,60,0,3,Normal,0.25034408974245487,0.2002752717939639,0.75,3.0,92,4,76,1,1,2,True,True,True,True
Full Model,5,28,P,-10.0,7,35.714285714285715,64.28571428571429,0.0,78,18,4,Hard,0.2378268852553321,0.11891344262766605,1.0,3.0,95,3,78,1,0,2,True,True,True,True
Full Model,5,29,P,-10.0,7,34.48275862068966,65.51724137931035,0.0,96,18,5,Expert,0.2259355409925655,0.05648388524814137,1.0,3.0,98,3,80,2,0,1,True,True,True,True
Full Model,5,30,P,-10.0,7,33.333333333333336,66.66666666666667,0.0,96,0,5,Expert,0.2146387639429372,0.0536596909857343,1.0,3.0,101,3,83,2,0,1,True,True,True,True
Full Model,5,31,A,10.0,6,35.483870967741936,64.51612903225806,0.0,78,-18,4,Hard,0.20390682574579033,0.10195341287289517,1.0,3.0,104,3,85,3,0,0,True,True,True,True
Full Model,5,32,A,10.0,6,37.5,62.5,0.0,78,0,4,Hard,0.1937114844585008,0.0968557422292504,1.0,3.0,107,3,87,3,0,0,True,True,True,True
Full Model,5,33,P,-10.0,5,36.36363636363637,63.63636363636363,0.0,96,18,5,Expert,0.18402591023557577,0.05,1.5,3.0,109,2,88,2,0,0,True,True,True,True
Full Model,5,34,A,10.0,8,38.23529411764706,61.76470588235294,0.0,78,-18,4,Hard,0.17482461472379698,0.08741230736189849,0.75,3.0,113,4,91,3,0,1,True,True,True,True
Full Model,5,35,A,10.0,6,40.0,60.0,0.0,78,0,4,Hard,0.16608338398760714,0.08304169199380357,1.0,3.0,116,3,93,3,0,0,True,True,True,True
Full Model,5,36,A,10.0,6,41.666666666666664,58.333333333333336,0.0,60,-18,3,Normal,0.15777921478822676,0.1262233718305814,1.0,3.0,119,3,96,3,0,0,True,True,True,True
Full Model,5,37,P,-10.0,7,40.54054054054054,59.45945945945946,0.0,60,0,3,Normal,0.14989025404881542,0.11991220323905234,1.0,3.0,122,3,98,1,1,1,True,True,True,True
Full Model,5,38,P,-10.0,5,39.473684210526315,60.526315789473685,0.0,60,0,3,Normal,0.14239574134637464,0.11391659307709973,1.5,3.0,124,2,99,1,0,1,True,True,True,True
Full Model,5,39,P,-10.0,7,38.46153846153846,61.53846153846154,0.0,60,0,3,Normal,0.1352759542790559,0.10822076342324471,1.0,3.0,127,3,101,0,1,2,True,True,True,True
Full Model,5,40,P,-10.0,13,37.5,62.5,0.0,60,0,3,Normal,0.1285121565651031,0.10280972525208248,0.5,3.0,133,6,106,2,1,3,True,True,True,True
Full Model,5,41,P,-10.0,7,36.58536585365854,63.41463414634146,0.0,78,18,4,Hard,0.12208654873684793,0.061043274368423966,1.0,3.0,136,3,108,0,0,3,True,True,True,True
Full Model,5,42,P,-10.0,5,35.714285714285715,64.28571428571429,0.0,96,18,5,Expert,0.11598222130000553,0.05,1.5,3.0,138,2,109,1,0,1,True,True,True,True
Full Model,5,43,A,10.0,6,37.2093023255814,62.7906976744186,0.0,78,-18,4,Hard,0.11018311023500525,0.055091555117502626,1.0,3.0,141,3,111,3,0,0,True,True,True,True
Full Model,5,44,A,10.0,6,38.63636363636363,61.36363636363637,0.0,78,0,4,Hard,0.10467395472325498,0.05233697736162749,1.0,3.0,144,3,113,3,0,0,True,True,True,True
Full Model,5,45,A,10.0,8,40.0,60.0,0.0,78,0,4,Hard,0.09944025698709223,0.05,0.75,3.0,148,4,116,3,0,1,True,True,True,True
Full Model,5,46,P,-10.0,9,39.130434782608695,60.869565217391305,0.0,96,18,5,Expert,0.09446824413773762,0.05,0.75,3.0,152,4,119,2,0,2,True,True,True,True
Full Model,5,47,P,-10.0,5,38.297872340425535,61.702127659574465,0.0,96,0,5,Expert,0.08974483193085074,0.05,1.5,3.0,154,2,120,2,0,0,True,True,True,True
Full Model,5,48,P,-10.0,7,37.5,62.5,0.0,96,0,5,Expert,0.0852575903343082,0.05,1.0,3.0,157,3,122,3,0,0,True,True,True,True
Full Model,5,49,A,10.0,6,38.775510204081634,61.224489795918366,0.0,78,-18,4,Hard,0.08099471081759278,0.05,1.0,3.0,160,3,124,3,0,0,True,True,True,True
Full Model,5,50,A,10.0,6,40.0,60.0,0.0,60,-18,3,Normal,0.07694497527671314,0.061555980221370515,1.0,3.0,163,3,126,3,0,0,True,True,True,True
Full Model,5,51,P,-10.0,5,39.21568627450981,60.78431372549019,0.0,60,0,3,Normal,0.07309772651287748,0.05847818121030199,1.5,3.0,165,2,128,1,0,1,True,True,True,True
Full Model,5,52,A,10.0,8,40.38461538461539,59.61538461538461,0.0,42,-18,2,Easy,0.0694428401872336,0.07638712420595696,0.75,3.0,169,4,131,1,0,3,True,True,True,True
Full Model,5,53,P,-10.0,5,39.62264150943396,60.37735849056604,0.0,60,18,3,Normal,0.0659706981778719,0.05277655854229753,1.5,3.0,171,2,132,0,0,2,True,True,True,True
Full Model,5,54,P,-10.0,5,38.888888888888886,61.111111111111114,0.0,78,18,4,Hard,0.0626721632689783,0.05,1.5,3.0,173,2,133,0,0,2,True,True,True,True
Full Model,5,55,A,10.0,6,40.0,60.0,0.0,78,0,4,Hard,0.059538555105529384,0.05,1.0,3.0,176,3,135,3,0,0,True,True,True,True
Full Model,5,56,A,10.0,8,41.07142857142857,58.92857142857143,0.0,60,-18,3,Normal,0.05656162735025291,0.05,0.75,3.0,180,4,138,3,0,1,True,True,True,True
Full Model,5,57,P,-10.0,7,40.35087719298246,59.64912280701754,0.0,60,0,3,Normal,0.053733545982740265,0.05,1.0,3.0,183,3,140,2,0,1,True,True,True,True
Full Model,5,58,P,-10.0,7,39.6551724137931,60.3448275862069,0.0,60,0,3,Normal,0.05104686868360325,0.05,1.0,3.0,186,3,142,0,0,3,True,True,True,True
Full Model,5,59,P,-10.0,5,38.983050847457626,61.016949152542374,0.0,78,18,4,Hard,0.05,0.05,1.5,3.0,188,2,143,0,0,2,True,True,True,True
Full Model,5,60,P,-10.0,7,38.333333333333336,61.666666666666664,0.0,96,18,5,Expert,0.05,0.05,1.0,3.0,191,3,145,1,0,2,True,True,True,True
Full Model,5,61,A,10.0,6,39.34426229508197,60.65573770491803,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,194,3,147,3,0,0,True,True,True,True
Full Model,5,62,P,-10.0,9,38.70967741935484,61.29032258064516,0.0,96,18,5,Expert,0.05,0.05,0.75,3.0,198,4,150,1,0,3,True,True,True,True
Full Model,5,63,P,-10.0,7,38.095238095238095,61.904761904761905,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,201,3,152,3,0,0,True,True,True,True
Full Model,5,64,P,-10.0,7,37.5,62.5,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,204,3,154,2,0,1,True,True,True,True
Full Model,5,65,A,10.0,6,38.46153846153846,61.53846153846154,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,207,3,156,3,0,0,True,True,True,True
Full Model,5,66,P,-10.0,7,37.878787878787875,62.121212121212125,0.0,100,4,5,Expert,0.05,0.05,1.0,3.0,210,3,158,2,0,1,True,True,True,True
Full Model,5,67,P,-10.0,9,37.3134328358209,62.6865671641791,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,214,4,161,2,0,2,True,True,True,True
Full Model,5,68,A,10.0,8,38.23529411764706,61.76470588235294,0.0,96,-4,5,Expert,0.05,0.05,0.75,3.0,218,4,164,4,0,0,True,True,True,True
Full Model,5,69,P,-10.0,5,37.68115942028985,62.31884057971015,0.0,96,0,5,Expert,0.05,0.05,1.0500001907348633,2.1000003814697266,220,2,164,2,0,0,True,True,True,True
Full Model,5,70,A,10.0,6,38.57142857142857,61.42857142857143,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,223,3,166,3,0,0,True,True,True,True
Full Model,5,71,A,10.0,6,39.436619718309856,60.563380281690144,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,226,3,168,3,0,0,True,True,True,True
Full Model,5,72,P,-10.0,11,38.888888888888886,61.111111111111114,0.0,78,0,4,Hard,0.05,0.05,0.6,3.0,231,5,172,2,2,1,True,True,True,True
Full Model,5,73,P,-10.0,7,38.35616438356164,61.64383561643836,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,234,3,174,1,0,2,True,True,True,True
Full Model,5,74,A,10.0,8,39.189189189189186,60.810810810810814,0.0,60,-18,3,Normal,0.05,0.05,0.75,3.0,238,4,177,3,0,1,True,True,True,True
Full Model,5,75,P,-10.0,5,38.666666666666664,61.333333333333336,0.0,78,18,4,Hard,0.05,0.05,1.5,3.0,240,2,178,1,1,0,True,True,True,True
Full Model,5,76,P,-10.0,7,38.1578947368421,61.8421052631579,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,243,3,180,2,0,1,True,True,True,True
Full Model,5,77,A,10.0,6,38.96103896103896,61.03896103896104,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,246,3,180,3,0,0,True,True,True,True
Full Model,5,78,P,-10.0,7,38.46153846153846,61.53846153846154,0.0,78,18,4,Hard,0.05,0.05,1.0,3.0,249,3,182,1,0,2,True,True,True,True
Full Model,5,79,A,10.0,6,39.24050632911393,60.75949367088607,0.0,60,-18,3,Normal,0.05,0.05,0.970000147819519,2.1000003814697266,252,3,182,3,0,0,True,True,True,True
Full Model,5,80,P,-10.0,7,38.75,61.25,0.0,78,18,4,Hard,0.05,0.05,1.0,3.0,255,3,184,0,0,3,True,True,True,True
Full Model,5,81,A,10.0,8,39.50617283950617,60.49382716049383,0.0,78,0,4,Hard,0.05,0.05,0.75,3.0,259,4,186,2,1,1,True,True,True,True
Full Model,5,82,P,-10.0,5,39.02439024390244,60.97560975609756,0.0,78,0,4,Hard,0.05,0.05,1.5,3.0,261,2,187,1,0,1,True,True,True,True
Full Model,5,83,A,10.0,12,39.75903614457831,60.24096385542169,0.0,60,-18,3,Normal,0.05,0.05,0.5,3.0,267,6,192,4,0,2,True,True,True,True
Full Model,5,84,P,-10.0,9,39.285714285714285,60.714285714285715,0.0,78,18,4,Hard,0.05,0.05,0.75,3.0,271,4,195,0,1,3,True,True,True,True
Full Model,5,85,P,-10.0,7,38.8235294117647,61.1764705882353,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,274,3,197,2,1,0,True,True,True,True
Full Model,5,86,P,-10.0,5,38.372093023255815,61.627906976744185,0.0,78,0,4,Hard,0.05,0.05,1.5,3.0,276,2,198,1,0,1,True,True,True,True
Full Model,5,87,P,-10.0,5,37.93103448275862,62.06896551724138,0.0,96,18,5,Expert,0.05,0.05,1.5,3.0,278,2,199,1,1,0,True,True,True,True
Full Model,5,88,A,10.0,6,38.63636363636363,61.36363636363637,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,281,3,201,3,0,0,True,True,True,True
Full Model,5,89,P,-10.0,9,38.20224719101124,61.79775280898876,0.0,96,18,5,Expert,0.05,0.05,0.75,3.0,285,4,203,2,0,2,True,True,True,True
Full Model,5,90,A,10.0,8,38.888888888888886,61.111111111111114,0.0,78,-18,4,Hard,0.05,0.05,0.75,3.0,289,4,206,3,0,1,True,True,True,True
Full Model,5,91,P,-10.0,7,38.46153846153846,61.53846153846154,0.0,96,18,5,Expert,0.05,0.05,1.0,3.0,292,3,208,2,0,1,True,True,True,True
Full Model,5,92,P,-10.0,7,38.04347826086956,61.95652173913044,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,295,3,210,3,0,0,True,True,True,True
Full Model,5,93,P,-10.0,5,37.634408602150536,62.365591397849464,0.0,100,4,5,Expert,0.05,0.05,1.5,3.0,297,2,211,2,0,0,True,True,True,True
Full Model,5,94,A,10.0,6,38.297872340425535,61.702127659574465,0.0,96,-4,5,Expert,0.05,0.05,1.0,3.0,300,3,213,3,0,0,True,True,True,True
Full Model,5,95,A,10.0,6,38.94736842105263,61.05263157894737,0.0,78,-18,4,Hard,0.05,0.05,0.970000147819519,2.1000003814697266,303,3,213,3,0,0,True,True,True,True
Full Model,5,96,A,10.0,6,39.583333333333336,60.416666666666664,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,306,3,215,3,0,0,True,True,True,True
Full Model,5,97,A,10.0,6,40.20618556701031,59.79381443298969,0.0,42,-18,2,Easy,0.05,0.05500000000000001,1.0,3.0,309,3,217,1,0,2,True,True,True,True
Full Model,5,98,P,-10.0,5,39.795918367346935,60.204081632653065,0.0,60,18,3,Normal,0.05,0.05,1.5,3.0,311,2,218,1,0,1,True,True,True,True
Full Model,5,99,A,10.0,8,40.4040404040404,59.5959595959596,0.0,42,-18,2,Easy,0.05,0.05500000000000001,0.75,3.0,315,4,221,2,1,1,True,True,True,True
Full Model,5,100,P,-10.0,5,40.0,60.0,0.0,60,18,3,Normal,0.05,0.05,1.5,3.0,317,2,222,0,0,2,True,True,True,True
Without Tactical Policy,1,1,P,-10.0,5,0.0,100.0,0.0,60,10,1,Very Easy,0.95,1.0,1.5,3.0,2,2,2,0,2,0,True,False,True,True
Without Tactical Policy,1,2,P,-10.0,7,0.0,100.0,0.0,70,10,1,Very Easy,0.9025,1.0,1.0,3.0,5,3,5,0,3,0,True,False,True,True
Without Tactical Policy,1,3,P,-10.0,7,0.0,100.0,0.0,80,10,5,Expert,0.8573749999999999,0.21434374999999997,1.0,3.0,8,3,8,0,3,0,True,False,True,True
Without Tactical Policy,1,4,P,-10.0,5,0.0,100.0,0.0,90,10,5,Expert,0.8145062499999999,0.20362656249999997,1.5,3.0,10,2,10,0,1,1,True,False,True,True
Without Tactical Policy,1,5,P,-10.0,11,0.0,100.0,0.0,100,10,5,Expert,0.7737809374999999,0.19344523437499997,0.6,3.0,15,5,15,0,1,4,True,False,True,True
Without Tactical Policy,1,6,P,-10.0,9,0.0,100.0,0.0,100,0,5,Expert,0.7350918906249998,0.18377297265624995,0.75,3.0,19,4,19,0,2,2,True,False,True,True
Without Tactical Policy,1,7,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.6983372960937497,0.17458432402343743,1.5,3.0,21,2,20,0,0,2,True,False,True,True
Without Tactical Policy,1,8,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.6634204312890623,0.16585510782226556,1.0,3.0,24,3,22,0,0,3,True,False,True,True
Without Tactical Policy,1,9,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.6302494097246091,0.15756235243115227,1.0,3.0,27,3,24,0,0,3,True,False,True,True
Without Tactical Policy,1,10,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5987369392383786,0.14968423480959464,1.5,3.0,29,2,26,0,0,2,True,False,True,True
Without Tactical Policy,1,11,P,-10.0,9,0.0,100.0,0.0,100,0,5,Expert,0.5688000922764596,0.1422000230691149,0.75,3.0,33,4,30,0,0,4,True,False,True,True
Without Tactical Policy,1,12,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5403600876626365,0.13509002191565914,1.5,3.0,35,2,32,0,0,2,True,False,True,True
Without Tactical Policy,1,13,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5133420832795047,0.12833552081987618,1.5,3.0,37,2,33,0,0,2,True,False,True,True
Without Tactical Policy,1,14,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.48767497911552943,0.12191874477888236,1.0,3.0,40,3,36,0,1,2,True,False,True,True
Without Tactical Policy,1,15,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.46329123015975293,0.11582280753993823,1.0,3.0,43,3,38,0,0,3,True,False,True,True
Without Tactical Policy,1,16,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.44012666865176525,0.11003166716294131,1.5,3.0,45,2,40,0,0,2,True,False,True,True
Without Tactical Policy,1,17,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.41812033521917696,0.10453008380479424,1.5,3.0,47,2,42,0,1,1,True,False,True,True
Without Tactical Policy,1,18,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.3972143184582181,0.09930357961455452,1.0,3.0,50,3,45,0,0,3,True,False,True,True
Without Tactical Policy,1,19,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.37735360253530714,0.09433840063382679,1.0,3.0,53,3,47,0,3,0,True,False,True,True
Without Tactical Policy,1,20,P,-10.0,9,0.0,100.0,0.0,100,0,5,Expert,0.35848592240854177,0.08962148060213544,0.75,3.0,57,4,50,0,0,4,True,False,True,True
Without Tactical Policy,1,21,P,-10.0,11,0.0,100.0,0.0,100,0,5,Expert,0.34056162628811465,0.08514040657202866,0.6,3.0,62,5,54,0,0,5,True,False,True,True
Without Tactical Policy,1,22,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.3235335449737089,0.08088338624342722,1.5,3.0,64,2,55,0,0,2,True,False,True,True
Without Tactical Policy,1,23,P,-10.0,9,0.0,100.0,0.0,100,0,5,Expert,0.30735686772502346,0.07683921693125587,0.75,3.0,68,4,58,0,1,3,True,False,True,True
Without Tactical Policy,1,24,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.2919890243387723,0.07299725608469307,1.0,3.0,71,3,60,0,0,3,True,False,True,True
Without Tactical Policy,1,25,P,-10.0,9,0.0,100.0,0.0,100,0,5,Expert,0.27738957312183365,0.06934739328045841,0.75,3.0,75,4,63,0,1,3,True,False,True,True
Without Tactical Policy,1,26,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.263520094465742,0.0658800236164355,1.5,3.0,77,2,65,0,0,2,True,False,True,True
Without Tactical Policy,1,27,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.25034408974245487,0.06258602243561372,1.5,3.0,79,2,66,0,1,1,True,False,True,True
Without Tactical Policy,1,28,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.2378268852553321,0.059456721313833026,1.0,3.0,82,3,68,0,0,3,True,False,True,True
Without Tactical Policy,1,29,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.2259355409925655,0.05648388524814137,1.5,3.0,84,2,69,0,0,2,True,False,True,True
Without Tactical Policy,1,30,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.2146387639429372,0.0536596909857343,1.0,3.0,87,3,71,0,0,3,True,False,True,True
Without Tactical Policy,1,31,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.20390682574579033,0.05097670643644758,1.0,3.0,90,3,74,0,1,2,True,False,True,True
Without Tactical Policy,1,32,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.1937114844585008,0.05,1.5,3.0,92,2,75,0,0,2,True,False,True,True
Without Tactical Policy,1,33,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.18402591023557577,0.05,1.5,3.0,94,2,76,0,0,2,True,False,True,True
Without Tactical Policy,1,34,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.17482461472379698,0.05,1.0,3.0,97,3,78,0,0,3,True,False,True,True
Without Tactical Policy,1,35,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.16608338398760714,0.05,1.0,3.0,100,3,80,0,0,3,True,False,True,True
Without Tactical Policy,1,36,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.15777921478822676,0.05,1.5,3.0,102,2,82,0,0,2,True,False,True,True
Without Tactical Policy,1,37,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.14989025404881542,0.05,1.0,3.0,105,3,84,0,0,3,True,False,True,True
Without Tactical Policy,1,38,A,10.0,10,2.6315789473684212,97.36842105263158,0.0,100,0,5,Expert,0.14239574134637464,0.05,0.6,3.0,110,5,88,0,0,5,True,False,True,True
Without Tactical Policy,1,39,P,-10.0,5,2.5641025641025643,97.43589743589743,0.0,100,0,5,Expert,0.1352759542790559,0.05,1.5,3.0,112,2,89,0,0,2,True,False,True,True
Without Tactical Policy,1,40,P,-10.0,11,2.5,97.5,0.0,100,0,5,Expert,0.1285121565651031,0.05,0.6,3.0,117,5,93,0,0,5,True,False,True,True
Without Tactical Policy,1,41,P,-10.0,7,2.4390243902439024,97.5609756097561,0.0,100,0,5,Expert,0.12208654873684793,0.05,1.0,3.0,120,3,95,0,0,3,True,False,True,True
Without Tactical Policy,1,42,P,-10.0,7,2.380952380952381,97.61904761904762,0.0,100,0,5,Expert,0.11598222130000553,0.05,1.0,3.0,123,3,97,0,1,2,True,False,True,True
Without Tactical Policy,1,43,P,-10.0,5,2.3255813953488373,97.67441860465117,0.0,100,0,5,Expert,0.11018311023500525,0.05,1.5,3.0,125,2,98,0,0,2,True,False,True,True
Without Tactical Policy,1,44,P,-10.0,7,2.272727272727273,97.72727272727273,0.0,100,0,5,Expert,0.10467395472325498,0.05,1.0,3.0,128,3,100,0,0,3,True,False,True,True
Without Tactical Policy,1,45,P,-10.0,7,2.2222222222222223,97.77777777777777,0.0,100,0,5,Expert,0.09944025698709223,0.05,1.0,3.0,131,3,102,0,0,3,True,False,True,True
Without Tactical Policy,1,46,P,-10.0,9,2.1739130434782608,97.82608695652173,0.0,100,0,5,Expert,0.09446824413773762,0.05,0.75,3.0,135,4,105,0,0,4,True,False,True,True
Without Tactical Policy,1,47,P,-10.0,7,2.127659574468085,97.87234042553192,0.0,100,0,5,Expert,0.08974483193085074,0.05,1.0,3.0,138,3,107,0,0,3,True,False,True,True
Without Tactical Policy,1,48,P,-10.0,9,2.0833333333333335,97.91666666666667,0.0,100,0,5,Expert,0.0852575903343082,0.05,0.75,3.0,142,4,110,0,0,4,True,False,True,True
Without Tactical Policy,1,49,P,-10.0,7,2.0408163265306123,97.95918367346938,0.0,100,0,5,Expert,0.08099471081759278,0.05,1.0,3.0,145,3,112,0,0,3,True,False,True,True
Without Tactical Policy,1,50,P,-10.0,5,2.0,98.0,0.0,100,0,5,Expert,0.07694497527671314,0.05,1.5,3.0,147,2,113,0,0,2,True,False,True,True
Without Tactical Policy,1,51,P,-10.0,7,1.9607843137254901,98.03921568627452,0.0,100,0,5,Expert,0.07309772651287748,0.05,1.0,3.0,150,3,115,0,0,3,True,False,True,True
Without Tactical Policy,1,52,P,-10.0,7,1.9230769230769231,98.07692307692308,0.0,100,0,5,Expert,0.0694428401872336,0.05,1.0,3.0,153,3,117,0,0,3,True,False,True,True
Without Tactical Policy,1,53,P,-10.0,5,1.8867924528301887,98.11320754716981,0.0,100,0,5,Expert,0.0659706981778719,0.05,1.5,3.0,155,2,118,0,0,2,True,False,True,True
Without Tactical Policy,1,54,P,-10.0,7,1.8518518518518519,98.14814814814815,0.0,100,0,5,Expert,0.0626721632689783,0.05,1.0,3.0,158,3,120,0,0,3,True,False,True,True
Without Tactical Policy,1,55,P,-10.0,7,1.8181818181818181,98.18181818181819,0.0,100,0,5,Expert,0.059538555105529384,0.05,1.0,3.0,161,3,122,0,0,3,True,False,True,True
Without Tactical Policy,1,56,P,-10.0,11,1.7857142857142858,98.21428571428571,0.0,100,0,5,Expert,0.05656162735025291,0.05,0.6,3.0,166,5,126,0,0,5,True,False,True,True
Without Tactical Policy,1,57,P,-10.0,5,1.7543859649122806,98.24561403508773,0.0,100,0,5,Expert,0.053733545982740265,0.05,1.5,3.0,168,2,127,0,0,2,True,False,True,True
Without Tactical Policy,1,58,P,-10.0,5,1.7241379310344827,98.27586206896552,0.0,100,0,5,Expert,0.05104686868360325,0.05,1.5,3.0,170,2,128,0,1,1,True,False,True,True
Without Tactical Policy,1,59,P,-10.0,5,1.694915254237288,98.30508474576271,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,172,2,129,0,0,2,True,False,True,True
Without Tactical Policy,1,60,P,-10.0,9,1.6666666666666667,98.33333333333333,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,176,4,132,0,0,4,True,False,True,True
Without Tactical Policy,1,61,P,-10.0,5,1.639344262295082,98.36065573770492,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,178,2,133,0,0,2,True,False,True,True
Without Tactical Policy,1,62,P,-10.0,9,1.6129032258064515,98.38709677419355,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,182,4,136,0,0,4,True,False,True,True
Without Tactical Policy,1,63,P,-10.0,5,1.5873015873015872,98.41269841269842,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,184,2,137,0,0,2,True,False,True,True
Without Tactical Policy,1,64,P,-10.0,11,1.5625,98.4375,0.0,100,0,5,Expert,0.05,0.05,0.6,3.0,189,5,141,0,0,5,True,False,True,True
Without Tactical Policy,1,65,P,-10.0,5,1.5384615384615385,98.46153846153847,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,191,2,142,0,0,2,True,False,True,True
Without Tactical Policy,1,66,P,-10.0,5,1.5151515151515151,98.48484848484848,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,193,2,143,0,0,2,True,False,True,True
Without Tactical Policy,1,67,P,-10.0,7,1.492537313432836,98.50746268656717,0.0,100,0,5,Expert,0.05,0.05,1.0,3.0,196,3,145,0,0,3,True,False,True,True
Without Tactical Policy,1,68,P,-10.0,5,1.4705882352941178,98.52941176470588,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,198,2,146,0,0,2,True,False,True,True
Without Tactical Policy,1,69,P,-10.0,9,1.4492753623188406,98.55072463768116,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,202,4,149,0,0,4,True,False,True,True
Without Tactical Policy,1,70,P,-10.0,5,1.4285714285714286,98.57142857142857,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,204,2,150,0,1,1,True,False,True,True
Without Tactical Policy,1,71,P,-10.0,9,1.408450704225352,98.59154929577464,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,208,4,153,0,0,4,True,False,True,True
Without Tactical Policy,1,72,P,-10.0,9,1.3888888888888888,98.61111111111111,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,212,4,156,0,0,4,True,False,True,True
Without Tactical Policy,1,73,P,-10.0,5,1.36986301369863,98.63013698630137,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,214,2,157,0,0,2,True,False,True,True
Without Tactical Policy,1,74,P,-10.0,9,1.3513513513513513,98.64864864864865,0.0,100,0,5,Expert,0.05,0.05,0.75,3.0,218,4,160,0,0,4,True,False,True,True
Without Tactical Policy,1,75,P,-10.0,5,1.3333333333333333,98.66666666666667,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,220,2,161,0,0,2,True,False,True,True
Without Tactical Policy,1,76,P,-10.0,5,1.3157894736842106,98.6842105263158,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,222,2,162,0,0,2,True,False,True,True
Without Tactical Policy,1,77,P,-10.0,7,1.2987012987012987,98.7012987012987,0.0,100,0,5,Expert,0.05,0.05,1.0,3.0,225,3,164,0,0,3,True,False,True,True
